"year","country","state","city","shape","duration..seconds.","comments"
1969,"us","mt","highwood","disk","900","Black disc floating towards Great Falls."
1969,"us","mt","highwood","disk","1800","Black disc floating towards Great Falls with bright spotlight."
1969,"us","va","falls church","other","1800","round plate like structure"
1969,"us","ky","lawrenceburg","disk","300","It was a full moon when my brother and I observed 100 yards away for 5 minutes above the tree topics a metalic saucer shaped craft with"
1969,"us","ca","sausalito","unknown","900","friend and I were walking between the edge of Richardson bay and highway 101. Must have been between 9 PM and Midnight. it was foggy&#44"
1969,"us","oh","akron","light","10","Aerial light makes turns not possible for aircraft."
1969,"us","ny","athens","rectangle","180","Rectangle shaped object was huge dark colored with some white lights. Oddly quiet and fast."
1969,"us","ca","orangevale","unknown","2700","UFO over Orangevale&#44 CA in May/June 1969"
1960,"us","mt","great falls","formation","1200","SAC at Malstrom AF Base not Concerned&#33"
1966,"us","ca","playa del rey","light","300","Single Light UFO moving over Los Angeles&#44 Accelerated at unbelievably fast speed and dissapeared over the Horizon."
1966,"us","mi","vermontville","oval","2","These are real"
1967,"us","ok","poteau","light","900","Light changing color darting back and forth across the sky."
1968,"us","mn","st. paul","circle","120","Witnessed a silver and round with 2 back high fins UFO when I was 12"
1968,"us","ma","shrewsbury","rectangle","120","((HOAX??))  CRAFT WAS SQUARE LIKE A WINNABAGO BLACK NO NOISE DIDNT MOVE FOR OVER 2MIN WAS CLOSE LESS THAN QUARTER OF A MILE"
1960,"us","ca","quincy","disk","120","A lighted object was silently descending vertically into the canyon&#44 then stopped and hovered"
1957,"us","me","livermore falls","diamond","300","A recalled childhood event"
1962,"us","nh","lempster","circle","300","pin point light that brcame huge and got brighter&#44 then whent pinplint in the sky and shot to the south"
1964,"us","nv","reno","disk","900","I saw a luminous object which I can only desribe as a UFO..."
1967,"us","ga","thomasville","other","360","2 young men see strange barbell ufo in clear blue dauytime sky at low level."
1952,"us","fl","jacksonville","triangle","30","extremely fast triangle shape object with one light on rear comes to a sudden stop&#44 then seems to shoot out of sight"
1952,"us","ca","maywood","circle","300","7 balls of *orange moon* lights in 2 V formations observed for 3 to 5 minutes until all sped off in 7 differen directions"
1953,"us","wa","wenatchee","disk","45","round&#44 silver-colored&#44 shiny&#44 saucer-shaped object flew at a high rate of speed horizon to horizon - taking about 45 seconds"
1953,"us","wa","north bend","circle","120","My cousin and I who were children at the time&#44 watched a round&#44 smooth&#44 silent object which had a pinkish glow&#44 come across his field f"
1953,"us","nm","roswell","","14400","My oldest sister was born at Walker AFB (Roswell) NM in 1952&#44 I was born there as well in 1954.  My Dad&#44 now deceased&#44 was an Air Force"
1954,"us","de","claymont","disk","10","It was just before noon on a warm sunny  June day&#44 I was 16 yrs old. Riding in the car with my brother-inlaw driving&#44 my sister riding"
1955,"us","pa","youngstown","","60","In Retrospect...I definately saw a UFO&#33"
1955,"us","fl","daytona beach","fireball","120","Three fireballs moved slowly along the beach&#44 then suddenly accelerated and flew straight up into the night sky and disappeared."
1956,"us","ca","san francisco","other","180","I saw a football shaped&#44 silver metalic object&#44very high&#44going very fast."
1956,"us","ca","palo alto","fireball","600","Fireball landing&#44 and when inspection attempted&#44 retreating."
1956,"us","ny","richfield springs","cigar","120","SIX CIGAR SHAPED UFO&#39S OVER UPSTATE NEW YORK LAKE IN 1956/57."
1956,"us","ca","vista","cigar","1200","bright orange cigar shaped craft&#44 at least 3 miles long&#44 1/2 mile wide."
1956,"us","tn","farragut","cigar","600","Cigar shaped craft seen in Farragut&#44 TN community"
1956,"us","ok","tulsa","flash","300","Mysterous Flash seen over Tulsa and as far as Dallas and Kansas City&#33"
1956,"us","nj","salem","disk","68","We walked out side during supper&#44 woke up standing in the back yard&#44 then I saw 5 of them  watching me."
1956,"us","ny","new york city (queens)","light","60","I looked into the darkened sky  and observed a light source that was moving in a circular motion."
1957,"us","in","hartford city","disk","300","flying sausers are as real as real gets"
1957,"us","mi","walled lake","cylinder","1800","The glowing object was there one second and in a flash vanished."
1958,"us","ny","yonkers","light","14","venus&#39 dark side..."
1958,"us","ca","menlo park","light","600","Saw noisless&#44 extremely-low clear light slowly cruise past us and over hills&#44 where &quot;encountered&quot; and newspaper-reported."
1958,"us","tx","houston","disk","2700","Observed disk while driving. We stopped&#44 got out and stood watching disk as it stopped directly over us. No sound or other disturbance."
1958,"us","ok","pawnee","light","1800","I watched two Star like objects in the Eastern night sky with a smaller one moving between the two."
1958,"us","mo","mountain view","other","7200","Mountain View&#44 Mo. 1960&#39s Lights with tails."
1959,"us","mt","missoula (event at superior)","unknown","20","Twenty nights of stalking&#44 apparent abduction attempts by Grey &quot;alien&quot; creatures&#44 1959."
1959,"us","mn","minneapolis","other","30","Silver Bullet"
1959,"us","ca","campbell","disk","720","3 glowing disc shaped objects"
1960,"us","md","baltimore","other","300","Three white lights flying in formation."
1960,"us","ks","kansas city","disk","900","Short visit&#33"
1961,"us","al","huntsville","triangle","240","The craft just sat over us&#44 no sound&#44 no lights."
1961,"us","tx","richardson","light","1200","bright light doing manuvers then chased by jets"
1961,"us","ok","frederick","light","240","After sun down&#44 large bright white lightmoving westward at high altitude and speed.Two minutes after its passing&#44 a flight ofthree F-10"
1962,"us","wa","castle rock","sphere","900","My dad was a heavy equipment mechanic with a large timber company for many years and told me about a sighting he and his helper had dur"
1962,"us","il","lawrence county (rural agriculture field)","disk","900","My motivation is to have this report of unknown craft observed at close range included in a database"
1963,"us","fl","hollywood","disk","7200","UFO landing in Hollywood&#44 FL 1963"
1963,"us","ct","milford","other","60","A solid black cylinder shape moving across the ground then rising like a shadow"
1963,"us","wa","washougal","unknown","900","Small craft and several even smaller craft&#44 with bright lights."
1963,"us","ar","jonesboro (arkansas state university)","cigar","21600","Summer 1963 - First appeared the disc over building on campus  at dusk&#44 then a sonic boom from air base 50 miles away. Craft zoomed up"
1963,"us","mi","newaygo","sphere","7200","on or about june 1963 I saw a chrome ball about the size of a beachball hovering over the trees while in a boat fishing."
1963,"us","ga","trion","circle","1200","SLOW MOWING ROUND OBJECT WITH BRIGHT LIGHTS AROUND IT-HUGH COVERING SEVERAL ACRES-LEFT IN A SPILIT SECOND- WE SWORE WE WOULD NEVER TELL"
1964,"us","fl","miami","light","300","Very bright light in night sky leaving at incredible speed from an apparent hovering position"
1964,"us","mt","great falls","sphere","1800","As I watched&#44 they formed a circle at 1000 plus feet which must have been close to 1/4 mile accross."
1964,"us","ok","tulsa","circle","30","While crossing the driveway of my front yard&#44 I happened to look straight up.  There was no particular reason that I have ever been abl"
1964,"us","tn","milan","sphere","600","Large redish-orange sphere that slowly desended outside our house."
1964,"us","mi","anchorville","disk","180","I saw into disc with clear openings under it&#44 chased by police at tree top level&#44 then hesitating directly above my home."
1964,"us","tx","marble falls","light","30","Three rapidly moving high lights joined a larger light which then winked out."
1964,"us","la","destrehan","light","30","three lights in the night sky  with very unusual behavior."
1965,"us","ca","woodland hills","circle","120","Circular black object in early morning sky&#44 blocking out starfield&#44 size of 33 1/3 record album at arms length; Woodland Hills&#44 Calif."
1965,"us","ne","glenvil","unknown","120","It was not a visual occurance but one of sound and motion."
1965,"us","pa","new kensington","disk","10800","3 hours in a UFO"
1965,"us","mi","utica","disk","10","I saw 4 disk shapeed objects flying in fighter plane formation"
1965,"us","tx","mesquite","oval","300","night sky blinking red and blue lights"
1965,"us","ok","oklahoma city","sphere","300","Big&#44 bright light coming at us."
1965,"us","fl","st. petersburg","unknown","30","object following an earth-orbiting satellite in the night sky."
1965,"us","wv","st. marys","disk","20","White disc-shaped object witnessed in West Virgina in mid-1960s"
1965,"us","ma","medford","oval","300","At the Medford Drive in early or mid 60&#39s. Slow moving flying object infront of screen for about 5 minutes."
1965,"us","ca","delano","formation","900","Objects were seen at night headed towards radio free europe transmission towers."
1965,"us","pa","pottstown","other","30","saw a yellow plane canopy shape ufo over a neighbors house when i was 10 years old."
1965,"us","ks","wellington","unknown","1200","Red glow from unseen object"
1965,"us","ca","whittier","other","5","MY MOTHER AND I  SAW A SUN-LIKE SHAPED SUN OVER A HILL IN WHITTIER&#44CA.  EXPECTING 1000&#39S TO BUT NO ONE SAW EXCEPT US"
1966,"us","wi","stoughton","sphere","5","Our family abducted by aliens near Stoughton&#44 Wisconsin in Summer of 1966"
1966,"us","oh","columbus","circle","120","Directly overhead&#44 stationary.  Reddish-orange slowly pulsating light then moved south very rapidly."
1966,"us","or","roseburg","other","3600","i saw YHVH and afterwards there apopeared a ufo in the following week that took me from a tent and tatooed me&#44 project blue book there."
1966,"us","or","salem","oval","1500","The pay off could be big for a little research."
1966,"us","pa","reading","sphere","20","huge molten sphere with liquid surface blending colors. Moving approx. 120 mph south to north. maybe 5000 feet. seen by six people"
1966,"us","pa","oakdale","disk","600","Mesmerizing daylight&#44 close encounter at Oakdale&#44PA Army base in summer of 1966&#44 witnessed by at least 100 guys."
1966,"us","oh","cincinnati","disk","600","Saucer shaped object over Crosley field"
1966,"us","pa","mcclellandtown","disk","10800","Was driving home on route 21 heading west.  Craft flew over the 4 of us in our truck.  Landed in a field to our right.  We stopped&#44 got"
1966,"us","md","baltimore","oval","1200","UFO-approx 1965-67 Bowleys Quarters MD&#44 Silent flat oval shaped&#44 glowing softly&#44 colored sphere."
1967,"us","wa","kent","disk","300","IN THE SUMMER OF 1967 I saw a saucer at 35 feet above my car&#33 I saw things that were  were concidered impossable for that time period."
1967,"us","mi","detroit","sphere","60","huge metal ball shaped ship hanging low in air then moved away at 2 o&#39clock angle at great speed."
